CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval
14386,1,54,2011-02-16,142,142,1,0
16509,1,64,2011-02-16,364,364,1,0
16494,1,675,2011-02-16,827,827,1,0
18138,1,38,2011-02-17,153,153,1,0
14371,1,34,2011-02-17,101,101,1,0
16765,1,4,2011-02-18,34,34,1,0
13932,1,72,2011-02-18,307,307,1,0
12988,1,126,2011-02-20,506,506,1,0
12365,1,173,2011-02-21,321,321,1,0
12707,1,256,2011-02-21,603,603,1,0
13044,1,429,2011-02-21,560,560,1,0
16913,1,82,2011-02-22,113,113,1,0
18114,1,55,2011-02-22,220,220,1,0
15303,1,248,2011-02-22,574,574,1,0
16349,1,9,2011-02-22,54,54,1,0
17499,1,711,2011-02-23,623,623,1,0
17171,1,185,2011-02-23,225,225,1,0
18068,1,6,2011-02-23,102,102,1,0
15397,1,20,2011-02-23,94,94,1,0
18056,1,211,2011-02-24,364,364,1,0
16072,1,140,2011-02-24,584,584,1,0
13751,1,152,2011-02-24,296,296,1,0
12945,1,165,2011-02-24,463,463,1,0
17117,1,68,2011-02-24,116,116,1,0
15543,1,86,2011-02-24,128,128,1,0
13753,1,512,2011-02-25,741,741,1,0
13973,1,109,2011-02-25,265,265,1,0
12361,1,90,2011-02-25,175,175,1,0
14036,1,268,2011-02-28,627,627,1,0
12509,1,54,2011-02-28,159,159,1,0
14046,1,443,2011-02-28,152,152,1,0
16339,1,21,2011-02-28,94,94,1,0
17165,1,100,2011-02-28,159,159,1,0
15709,1,121,2011-03-01,133,133,1,0
15319,1,175,2011-03-01,205,205,1,0
16078,1,16,2011-03-01,79,79,1,0
12866,1,167,2011-03-01,499,499,1,0
12834,1,110,2011-03-02,312,312,1,0
15733,1,62,2011-03-02,162,162,1,0
12873,1,128,2011-03-02,374,374,1,0
17923,1,50,2011-03-02,208,208,1,0
16159,1,236,2011-03-03,348,348,1,0
12817,1,52,2011-03-03,126,126,1,0
17995,1,133,2011-03-03,76,76,1,0
15087,1,470,2011-03-03,307,307,1,0
17789,1,74,2011-03-03,226,226,1,0
17325,1,60,2011-03-04,97,97,1,0
17535,1,136,2011-03-04,164,164,1,0
17508,1,289,2011-03-04,387,387,1,0
13382,1,131,2011-03-04,223,223,1,0
14247,1,47,2011-03-06,137,137,1,0
14012,1,160,2011-03-07,329,329,1,0
18280,1,45,2011-03-07,181,181,1,0
15554,1,74,2011-03-07,217,217,1,0
12614,1,76,2011-03-07,316,316,1,0
17654,1,41,2011-03-07,118,118,1,0
16517,1,96,2011-03-07,163,163,1,0
12623,1,189,2011-03-08,269,269,1,0
17639,1,49,2011-03-08,109,109,1,0
15944,1,50,2011-03-08,325,325,1,0
15234,1,196,2011-03-08,197,197,1,0
16917,1,232,2011-03-08,392,392,1,0
14165,1,53,2011-03-09,120,120,1,0
12881,1,21,2011-03-09,298,298,1,0
17138,1,126,2011-03-09,381,381,1,0
16471,1,141,2011-03-10,224,224,1,0
18086,1,106,2011-03-10,101,101,1,0
16625,1,164,2011-03-10,333,333,1,0
14603,1,400,2011-03-10,660,660,1,0
14727,1,62,2011-03-10,269,269,1,0
15049,1,63,2011-03-11,121,121,1,0
13226,1,80,2011-03-11,108,108,1,0
13708,1,300,2011-03-13,283,283,1,0
15388,1,88,2011-03-14,141,141,1,0
14962,1,44,2011-03-14,127,127,1,0
17542,1,134,2011-03-15,171,171,1,0
15047,1,222,2011-03-15,344,344,1,0
13716,1,138,2011-03-15,138,138,1,0
16392,1,201,2011-03-15,218,218,1,0
16061,1,-1,2011-03-15,-30,-30,1,0
13299,1,30,2011-03-16,143,143,1,0
13358,1,284,2011-03-16,389,389,1,0
16152,1,642,2011-03-16,1829,1829,1,0
13216,1,297,2011-03-17,334,334,1,0
16377,1,1500,2011-03-17,676,676,1,0
16976,1,88,2011-03-17,252,252,1,0
16216,1,254,2011-03-17,915,915,1,0
14840,1,31,2011-03-17,63,63,1,0
12514,1,440,2011-03-17,1018,1018,1,0
13185,1,12,2011-03-17,71,71,1,0
13072,1,69,2011-03-18,177,177,1,0
14059,1,128,2011-03-18,184,184,1,0
17060,1,216,2011-03-18,234,234,1,0
14041,1,94,2011-03-18,141,141,1,0
14155,1,25,2011-03-18,119,119,1,0
15019,1,150,2011-03-18,253,253,1,0
14066,1,45,2011-03-18,153,153,1,0
14633,1,96,2011-03-18,345,345,1,0
15703,1,66,2011-03-20,212,212,1,0
12902,1,66,2011-03-20,139,139,1,0
15445,1,58,2011-03-20,114,114,1,0
15408,1,106,2011-03-20,267,267,1,0
16096,1,155,2011-03-20,321,321,1,0
14693,1,34,2011-03-20,173,173,1,0
18224,1,69,2011-03-21,159,159,1,0
14762,1,341,2011-03-21,301,301,1,0
17763,1,12,2011-03-21,15,15,1,0
17678,1,207,2011-03-21,298,298,1,0
13934,1,390,2011-03-21,922,922,1,0
13262,1,125,2011-03-21,200,200,1,0
15457,1,132,2011-03-22,237,237,1,0
15437,1,79,2011-03-22,200,200,1,0
12831,1,135,2011-03-22,215,215,1,0
16135,1,209,2011-03-22,518,518,1,0
16721,1,172,2011-03-22,292,292,1,0
14632,1,96,2011-03-22,115,115,1,0
18191,1,140,2011-03-23,208,208,1,0
17486,1,191,2011-03-23,397,397,1,0
12564,1,130,2011-03-23,403,403,1,0
14870,1,119,2011-03-23,327,327,1,0
13132,1,20,2011-03-23,77,77,1,0
13239,1,327,2011-03-23,330,330,1,0
17102,1,2,2011-03-23,26,26,1,0
16022,1,255,2011-03-24,603,603,1,0
16063,1,262,2011-03-24,335,335,1,0
14348,1,183,2011-03-24,410,410,1,0
13512,1,143,2011-03-24,251,251,1,0
15178,1,30,2011-03-24,41,41,1,0
16769,1,80,2011-03-24,362,362,1,0
13341,1,301,2011-03-24,776,776,1,0
17698,1,93,2011-03-24,155,155,1,0
14536,1,39,2011-03-25,171,171,1,0
13357,1,321,2011-03-27,609,609,1,0
14476,1,110,2011-03-27,193,193,1,0
12792,1,215,2011-03-28,345,345,1,0
15083,1,38,2011-03-28,88,88,1,0
18010,1,60,2011-03-28,175,175,1,0
13803,1,121,2011-03-29,277,277,1,0
13439,1,242,2011-03-29,284,284,1,0
17775,1,72,2011-03-30,56,56,1,0
15832,1,465,2011-03-30,837,837,1,0
15528,1,123,2011-03-30,229,229,1,0
14957,1,34,2011-03-31,58,58,1,0
13060,1,123,2011-03-31,308,308,1,0
14890,1,51,2011-03-31,126,126,1,0
17212,1,147,2011-03-31,227,227,1,0
13841,1,100,2011-04-01,85,85,1,0
13626,1,209,2011-04-01,257,257,1,0
17701,1,109,2011-04-01,418,418,1,0
16162,1,4,2011-04-01,37,37,1,0
14886,1,160,2011-04-01,365,365,1,0
15691,1,72,2011-04-01,137,137,1,0
13781,1,30,2011-04-03,128,128,1,0
17956,1,1,2011-04-04,13,13,1,0
16142,1,422,2011-04-04,535,535,1,0
13059,1,35,2011-04-04,183,183,1,0
18185,1,183,2011-04-04,304,304,1,0
17492,1,155,2011-04-05,375,375,1,0
15442,1,120,2011-04-05,594,594,1,0
16105,1,330,2011-04-05,337,337,1,0
16586,1,95,2011-04-05,464,464,1,0
15917,1,42,2011-04-06,123,123,1,0
17906,1,26,2011-04-06,73,73,1,0
17140,1,296,2011-04-06,454,454,1,0
14964,1,143,2011-04-06,206,206,1,0
13712,1,352,2011-04-07,229,229,1,0
16144,1,16,2011-04-07,175,175,1,0
14981,1,97,2011-04-07,102,102,1,0
12580,1,236,2011-04-07,380,380,1,0
15119,1,88,2011-04-08,266,266,1,0
16623,1,39,2011-04-08,129,129,1,0
15775,1,68,2011-04-08,105,105,1,0
16643,1,269,2011-04-08,488,488,1,0
14924,1,64,2011-04-08,310,310,1,0
13508,1,24,2011-04-10,111,111,1,0
13570,1,161,2011-04-10,239,239,1,0
18129,1,48,2011-04-10,113,113,1,0
12447,1,187,2011-04-10,431,431,1,0
17574,1,77,2011-04-11,186,186,1,0
16697,1,27,2011-04-12,113,113,1,0
17972,1,36,2011-04-12,135,135,1,0
13484,1,44,2011-04-12,314,314,1,0
17278,1,179,2011-04-12,246,246,1,0
16097,1,87,2011-04-13,185,185,1,0
13740,1,425,2011-04-13,351,351,1,0
17601,1,103,2011-04-14,116,116,1,0
17142,1,81,2011-04-14,579,579,1,0
15935,1,114,2011-04-14,108,108,1,0
17367,1,149,2011-04-15,168,168,1,0
13120,1,12,2011-04-15,31,31,1,0
12769,1,356,2011-04-15,1144,1144,1,0
12639,1,198,2011-04-15,366,366,1,0
17582,1,123,2011-04-17,175,175,1,0
18213,1,232,2011-04-17,232,232,1,0
13474,1,129,2011-04-17,227,227,1,0
17697,1,93,2011-04-17,339,339,1,0
16193,1,219,2011-04-17,314,314,1,0
16947,1,312,2011-04-18,406,406,1,0
16617,1,91,2011-04-18,152,152,1,0
17217,1,24,2011-04-19,114,114,1,0
15225,1,226,2011-04-19,409,409,1,0
12733,1,137,2011-04-19,384,384,1,0
13101,1,113,2011-04-19,101,101,1,0
15717,1,70,2011-04-19,150,150,1,0
15517,1,293,2011-04-20,267,267,1,0
14148,1,16,2011-04-20,157,157,1,0
13485,1,277,2011-04-20,454,454,1,0
17120,1,120,2011-04-20,307,307,1,0
16587,1,71,2011-04-21,225,225,1,0
12354,1,530,2011-04-21,1079,1079,1,0
12622,1,68,2011-04-21,162,162,1,0
17718,1,83,2011-04-21,139,139,1,0
13482,1,116,2011-04-21,185,185,1,0
12506,1,23,2011-04-21,74,74,1,0
12573,1,84,2011-04-26,161,161,1,0
17670,1,110,2011-04-26,206,206,1,0
16823,1,136,2011-04-26,358,358,1,0
16834,1,358,2011-04-26,413,413,1,0
16965,1,243,2011-04-27,192,192,1,0
15891,1,417,2011-04-27,509,509,1,0
17187,1,144,2011-04-27,204,204,1,0
14022,1,487,2011-04-28,440,440,1,0
15210,1,228,2011-04-28,331,331,1,0
17893,1,149,2011-04-28,107,107,1,0
13229,1,63,2011-04-28,161,161,1,0
15143,1,150,2011-04-28,259,259,1,0
14271,1,88,2011-04-28,112,112,1,0
16055,1,22,2011-05-03,135,135,1,0
17443,1,504,2011-05-04,534,534,1,0
17394,1,241,2011-05-04,204,204,1,0
16610,1,66,2011-05-04,76,76,1,0
16457,1,140,2011-05-05,208,208,1,0
14340,1,58,2011-05-05,135,135,1,0
16990,1,100,2011-05-05,179,179,1,0
14393,1,13,2011-05-05,68,68,1,0
14199,1,28,2011-05-05,185,185,1,0
14423,1,120,2011-05-05,265,265,1,0
17174,1,41,2011-05-06,60,60,1,0
18227,1,21,2011-05-06,94,94,1,0
16319,1,72,2011-05-06,404,404,1,0
15552,1,60,2011-05-06,90,90,1,0
13723,1,43,2011-05-06,200,200,1,0
15668,1,72,2011-05-06,76,76,1,0
13642,1,151,2011-05-08,312,312,1,0
14353,1,64,2011-05-08,91,91,1,0
13561,1,83,2011-05-08,142,142,1,0
12355,1,240,2011-05-09,459,459,1,0
14699,1,77,2011-05-09,109,109,1,0
18120,1,31,2011-05-09,111,111,1,0
12821,1,70,2011-05-09,93,93,1,0
16756,1,106,2011-05-09,239,239,1,0
15063,1,56,2011-05-10,371,371,1,0
17597,1,1176,2011-05-10,2044,2044,1,0
13990,1,190,2011-05-10,311,311,1,0
13052,1,222,2011-05-11,348,348,1,0
18133,1,1350,2011-05-11,931,931,1,0
13235,1,441,2011-05-11,1031,1031,1,0
16006,1,84,2011-05-12,101,101,1,0
17970,1,513,2011-05-12,563,563,1,0
12976,1,561,2011-05-12,739,739,1,0
14988,1,141,2011-05-12,335,335,1,0
14873,1,168,2011-05-13,520,520,1,0
12770,1,743,2011-05-13,1351,1351,1,0
14689,1,76,2011-05-15,113,113,1,0
17263,1,36,2011-05-15,63,63,1,0
15333,1,344,2011-05-15,1029,1029,1,0
14489,1,299,2011-05-16,463,463,1,0
14888,1,184,2011-05-16,369,369,1,0
13976,1,154,2011-05-17,358,358,1,0
13572,1,534,2011-05-18,1384,1384,1,0
17556,1,101,2011-05-18,158,158,1,0
12690,1,103,2011-05-18,335,335,1,0
17871,1,182,2011-05-19,156,156,1,0
12353,1,20,2011-05-19,89,89,1,0
17245,1,75,2011-05-19,171,171,1,0
13887,1,147,2011-05-19,350,350,1,0
13243,1,232,2011-05-20,585,585,1,0
13391,1,4,2011-05-20,60,60,1,0
17455,1,66,2011-05-20,132,132,1,0
17176,1,170,2011-05-22,306,306,1,0
15292,1,55,2011-05-22,178,178,1,0
14647,1,91,2011-05-22,236,236,1,0
15705,1,62,2011-05-22,143,143,1,0
13227,1,99,2011-05-22,258,258,1,0
13339,1,323,2011-05-23,839,839,1,0
17715,1,384,2011-05-23,326,326,1,0
13737,1,125,2011-05-23,340,340,1,0
15314,1,313,2011-05-24,328,328,1,0
15042,1,30,2011-05-24,136,136,1,0
14705,1,100,2011-05-25,179,179,1,0
16448,1,76,2011-05-25,183,183,1,0
12974,1,24,2011-05-26,145,145,1,0
14816,1,5,2011-05-26,272,272,1,0
16323,1,50,2011-05-27,208,208,1,0
13135,1,4300,2011-05-27,3096,3096,1,0
16275,1,336,2011-05-27,560,560,1,0
14280,1,52,2011-05-27,134,134,1,0
15925,1,93,2011-05-29,207,207,1,0
12426,1,254,2011-05-29,511,511,1,0
17051,1,179,2011-05-29,241,241,1,0
13070,1,110,2011-05-31,229,229,1,0
16483,1,44,2011-05-31,139,139,1,0
12790,1,164,2011-05-31,295,295,1,0
13398,1,281,2011-05-31,457,457,1,0
13062,1,343,2011-06-01,347,347,1,0
14453,1,49,2011-06-02,120,120,1,0
16529,1,198,2011-06-02,455,455,1,0
17531,1,136,2011-06-02,297,297,1,0
16117,1,130,2011-06-03,232,232,1,0
16967,1,333,2011-06-03,319,319,1,0
15405,1,193,2011-06-03,349,349,1,0
16659,1,72,2011-06-03,39,39,1,0
13682,1,10,2011-06-05,60,60,1,0
16963,1,35,2011-06-05,111,111,1,0
16849,1,33,2011-06-06,125,125,1,0
15386,1,446,2011-06-06,394,394,1,0
14375,1,184,2011-06-07,236,236,1,0
17987,1,261,2011-06-07,199,199,1,0
13395,1,336,2011-06-07,308,308,1,0
17124,1,129,2011-06-07,294,294,1,0
14542,1,19,2011-06-07,103,103,1,0
14622,1,146,2011-06-08,321,321,1,0
14241,1,146,2011-06-09,214,214,1,0
16113,1,176,2011-06-09,161,161,1,0
17234,1,55,2011-06-10,150,150,1,0
13686,1,70,2011-06-10,72,72,1,0
16614,1,223,2011-06-10,506,506,1,0
18281,1,54,2011-06-12,81,81,1,0
15069,1,520,2011-06-13,1110,1110,1,0
12732,1,110,2011-06-13,218,218,1,0
13663,1,91,2011-06-13,189,189,1,0
13080,1,120,2011-06-13,58,58,1,0
17349,1,102,2011-06-13,98,98,1,0
14222,1,607,2011-06-15,683,683,1,0
17536,1,6,2011-06-15,77,77,1,0
16461,1,48,2011-06-15,143,143,1,0
18165,1,254,2011-06-15,302,302,1,0
16257,1,1,2011-06-16,22,22,1,0
15219,1,45,2011-06-16,306,306,1,0
16276,1,420,2011-06-16,811,811,1,0
15585,1,320,2011-06-16,455,455,1,0
13618,1,246,2011-06-19,177,177,1,0
13568,1,66,2011-06-19,187,187,1,0
17879,1,45,2011-06-19,179,179,1,0
16050,1,278,2011-06-19,138,138,1,0
12837,1,24,2011-06-19,134,134,1,0
15909,1,98,2011-06-19,192,192,1,0
15825,1,220,2011-06-20,533,533,1,0
15921,1,162,2011-06-20,323,323,1,0
15280,1,154,2011-06-20,113,113,1,0
15389,1,400,2011-06-20,500,500,1,0
15016,1,76,2011-06-20,170,170,1,0
15076,1,571,2011-06-20,881,881,1,0
16526,1,106,2011-06-21,290,290,1,0
15412,1,108,2011-06-21,191,191,1,0
15507,1,160,2011-06-21,476,476,1,0
17960,1,41,2011-06-21,74,74,1,0
16114,1,43,2011-06-22,136,136,1,0
15041,1,103,2011-06-22,180,180,1,0
16247,1,182,2011-06-22,115,115,1,0
17877,1,98,2011-06-22,238,238,1,0
16287,1,298,2011-06-23,143,143,1,0
15130,1,197,2011-06-23,330,330,1,0
13937,1,123,2011-06-23,159,159,1,0
17709,1,17,2011-06-23,137,137,1,0
12548,1,48,2011-06-26,67,67,1,0
14795,1,17,2011-06-26,131,131,1,0
17110,1,50,2011-06-27,163,163,1,0
16545,1,78,2011-06-28,339,339,1,0
14351,1,12,2011-06-28,51,51,1,0
15537,1,29,2011-06-29,111,111,1,0
14327,1,139,2011-06-29,312,312,1,0
17408,1,3,2011-06-29,33,33,1,0
17891,1,393,2011-06-30,204,204,1,0
15578,1,52,2011-06-30,127,127,1,0
12922,1,370,2011-07-01,405,405,1,0
17123,1,246,2011-07-01,345,345,1,0
17899,1,170,2011-07-03,155,155,1,0
17939,1,40,2011-07-03,99,99,1,0
13833,1,117,2011-07-03,384,384,1,0
15007,1,69,2011-07-03,157,157,1,0
16344,1,18,2011-07-04,101,101,1,0
17464,1,220,2011-07-04,290,290,1,0
17046,1,510,2011-07-05,642,642,1,0
18203,1,43,2011-07-05,160,160,1,0
16338,1,94,2011-07-05,215,215,1,0
16829,1,99,2011-07-06,197,197,1,0
12977,1,12,2011-07-06,39,39,1,0
13699,1,66,2011-07-07,309,309,1,0
13291,1,233,2011-07-07,361,361,1,0
13302,1,5,2011-07-07,64,64,1,0
13583,1,723,2011-07-07,768,768,1,0
14459,1,760,2011-07-07,1838,1838,1,0
12648,1,159,2011-07-08,300,300,1,0
12461,1,282,2011-07-08,627,627,1,0
13678,1,924,2011-07-11,233,233,1,0
14552,1,90,2011-07-11,164,164,1,0
15795,1,581,2011-07-13,610,610,1,0
15895,1,94,2011-07-13,179,179,1,0
16450,1,200,2011-07-13,312,312,1,0
13667,1,149,2011-07-13,299,299,1,0
14847,1,120,2011-07-14,309,309,1,0
12405,1,849,2011-07-14,1390,1390,1,0
15256,1,55,2011-07-14,98,98,1,0
15004,1,622,2011-07-15,1220,1220,1,0
